Drug Name,Salt,Dosage Form,Strengh,Route of Admin,ATC Code,Ingredient,Approved clinical indications,Access level,Remarks,Date,,
Phenytoin,Sodium,INJECTION,50 mg/ml,PARENTERAL,N03AB02,,,Hospital only,,,,
Phenytoin+Phenobarbital,,TABLET,,ORAL,N03AB52,Phenytoin Sodium 100mg+ Phenobarbital  50mg,,,تحت کنترل (سبز),1364/09/17,,
Phosphate (Organic)   ,,INJECTION,,PARENTERAL,B05XA14,(Sodium Glycerophosphate anhydrose 216mg)/ml,,  ,,,,
Phosphate [32P] Sodium,,"INJECTION, SOLUTION",5 mCi/ml,PARENTERAL,V10XX01,,,,Radiopharmaceuticals,1383/09/22,,
"Phosphate, Potassium    ",,INJECTION,,PARENTERAL,B05XA06,(KH2PO4 225mg+ K2HPO4  236mg) / ml,,Hospital only,,,,
"Phosphate, Potassium Monobasic",,TABLET,500 mg,ORAL,A12BA,,,,,,,
Sodium acid Phosphate,,"TABLET, EFFERVESCENT",,ORAL, A12CX,NaH2PO4 1936 mg+ NaHCO3 350 mg+KHCO3 315 mg ,,,,,,
Phosphocysteamine,,POWDER,150 mg,ORAL,A16AA04,,Treatment of cystinosis.           ,,,1375/11/07,,
Phosphocysteamine,,CAPSULE,150 mg,ORAL,A16AA04,,Treatment of cystinosis.                     ,,,1375/11/07,,
Phosphorous [32P] Chromic Phosphate Colloid,,"INJECTION,COLLOIDAL SOLUTION",5 mCi,INTRACAVITARY,V10AX01,,,,Radiopharmaceuticals,1383/09/22,,
Pilocarpine,HCl,SOLUTION/ DROPS,1%,OPHTHALMIC,S01EB01   ,,,,,,,
Pilocarpine,Nitrate,SOLUTION/ DROPS,1%,OPHTHALMIC,S01EB01   ,,,,,,,
Pilocarpine,HCl,SOLUTION/ DROPS,2%,OPHTHALMIC,S01EB01   ,,,,,,,
Pilocarpine,Nitrate,SOLUTION/ DROPS,2%,OPHTHALMIC,S01EB01   ,,,,,,,
Pilocarpine,Nitrate,SOLUTION/ DROPS,4%,OPHTHALMIC,S01EB01,,"Treatment of xerostomia induced by radiation therapy for head and neck cancer.
Treatment of xerostomia and keratoconjunctivitis sicca in Sjogren's syndrome patients.",Orphan medicines,,,,
Pilocarpine,HCl,SOLUTION/ DROPS,4%,OPHTHALMIC,S01EB01,,,,,,,
Pilocarpine,HCl ,SOLUTION/ DROPS,1.25%,OPHTHALMIC,S01EB01   ,,,,,1400/11/16,,
Pimecrolimus,,CREAM,1%,Topical,D11AH02,,,,,1388/02/30,,
Pimozide,,TABLET,4 mg,ORAL,N05AG02,,,,,,,
Pimozide,,TABLET,2 mg,ORAL,N05AG02,,,,,1396/02/02,,
Pimozide,,TABLET,1 mg,ORAL,N05AG02,,,,,1395/10/08,,
Pioglitazone,As HCl,TABLET,15 mg,ORAL,A10BG03,,,,,1384/04/12,,
Pioglitazone,As HCl,TABLET,30 mg,ORAL,A10BG03,,,,,1384/04/12,,
Pioglitazone,As HCl,TABLET,45 mg,ORAL,A10BG03,,,,,1384/04/12,,
Pioglitazone+Glimepiride,,TABLET,,ORAL,A10BD06,Pioglitazone HCl 30 mg+Glimepiride 2 mg,,,,1399/07/15,,
Pioglitazone+Glimepiride,,TABLET,,ORAL,A10BD06,Pioglitazone HCl 30 mg+Glimepiride 4 mg,,,,1399/07/15,,
Pipecuronium,Bromide,"INJECTION, POWDER, LYOPHILIZED",4 mg,PARENTERAL,M03AC06,,,Hospital only,,1377/06/22,,
Piperacillin,,"INJECTION, POWDER,",1 g,PARENTERAL,J01CA12 ,,,Hospital only,,1364/12/04,,
Piperacillin,,"INJECTION, POWDER,",2 g,PARENTERAL,J01CA12 ,,,Hospital only,,1364/12/04,,
Piperacillin+Tazobactam,,"INJECTION, POWDER",,PARENTERAL,J01CR05,Piperacillin (as Sodium ) 2g + Tazobactam (as Sodium ) 250mg  ,,Hospital only,,1381/12/04,,
Piperacillin+Tazobactam,,"INJECTION, POWDER,",,PARENTERAL,J01CR05,Piperacillin (as Sodium ) 3g + Tazobactam (as Sodium ) 375mg,,Hospital only,,1381/12/04,,
Piperacillin+Tazobactam,,"INJECTION, POWDER",,PARENTERAL,J01CR05,Piperacillin (as Sodium ) 4g + Tazobactam (as Sodium ) 500mg,,Hospital only,,1381/12/04,,
Piperazine,As Citrate or Phosphate,TABLET,500 mg,ORAL,P02CB01,,,,,,,
Piperazine,As Citrate,SYRUP,750 mg/5ml,ORAL,P02CB01,,,,,,,
Piracetam,,LIQUID,33.33%,ORAL,N06BX03,,,,,1363/09/11,,
Piracetam,,SOLUTION,20.00%,ORAL,N06BX03,,,,,1396/05/28,,
Piracetam,,TABLET,800 mg,ORAL,N06BX03,,,,,1363/03/20,,
Pirfenidone,,TABLET,200 mg,ORAL,L04AX05,,Idiopathic Pulmonary Fibrosis,Orphan medicines,,1395/08/02,,
Pirfenidone,,TABLET,267 mg,ORAL,L04AX05,,Idiopathic Pulmonary Fibrosis,Orphan medicines,,1397/02/11,,
Pirfenidone,,TABLET,534 mg,ORAL,L04AX05,,Idiopathic Pulmonary Fibrosis,Orphan medicines,,1397/03/01,,
Pirfenidone,,TABLET,801 mg,ORAL,L04AX05,,Idiopathic Pulmonary Fibrosis,Orphan medicines,,1397/02/11,,
Pirfenidone,,CAPSULE,267 mg,ORAL,L04AX05,,Idiopathic Pulmonary Fibrosis,Orphan medicines,,1399/12/26,,
Piroxicam,,GEL,0.5%,TOPICAL,M02AA07,,,OTC medicines,,1371/04/14,,
Piroxicam,,CAPSULE,10 mg,ORAL,M01AC01,,,,,1366/03/31,,
Piroxicam,,CAPSULE,20 mg,ORAL,M01AC01,,,,,1401/12/13,,
Piroxicam,," TABLET, DISPERSIBLE",20 mg,ORAL,M01AC01,,,,,1401/12/13,,
Piroxicam,,SUPPOSITORY,20 mg,RECTAL,M01AC01,,,,,1379/09/27,,
Piroxicam,,INJECTION,20 mg/ml,PARENTERAL,M01AC01,,,Hospital only,,1375/07/01,,
Plasma,,INJECTION,,PARENTERAL,B05AX03,,Blood component replacement,Hospital only,Blood plasma (INN),1394/11/13,,
"Plasma, Cryopoor",,INJECTION,,PARENTERAL,B05AX03,,Blood component replacement,Hospital only,Blood plasma (INN),1394/11/13,,
"Plasma, Cryoprecipitate",,INJECTION,,PARENTERAL,B05AX03,,Blood component replacement,Hospital only,Blood plasma (INN),1394/11/13,,
"Plasma, Fresh Frozen,  Leucocyte Reduced",,INJECTION (infusion),,PARENTERAL,B05AX03,,Blood component replacement,Hospital only,Blood plasma (INN),1401/08/10,,
"Plasma, Phresis, antirabies",,INJECTION (infusion),,PARENTERAL,B05AX03,,Blood component replacement,Hospital only,Blood plasma (INN),1401/08/10,,
"Plasma, Phresis, concurrent",,INJECTION (infusion),,PARENTERAL,B05AX03,,Blood component replacement,Hospital only,Blood plasma (INN),1401/08/10,,
Plasma-Lyte A,,INJECTION,,,B05BB02,MAGNESIUM CHLORIDE 30MG/100ML ; POTASSIUM CHLORIDE 37MG/100ML; SODIUM ACETATE368 MG/100ML; SODIUM CHLORIDE 526MG/100ML; SODIUM GLUCONATE 502MG/100ML,,,,1401/08/10,,
"Platelet, , Irradiated, CMV Negative",,INJECTION (infusion),,PARENTERAL,B05AX02,,Blood component replacement,Hospital only,Thrombocytes (INN),1401/08/10,,
"Platelet, CMV Negative",,INJECTION,,PARENTERAL,B05AX02,,Blood component replacement,Hospital only,Thrombocytes (INN),1394/11/13,,
"Platelet, Concentrated",,INJECTION,,PARENTERAL,B05AX02,,Blood component replacement,Hospital only,Thrombocytes (INN),1394/11/13,,
"Platelet, Irradiated",,INJECTION,,PARENTERAL,B05AX02,,Blood component replacement,Hospital only,Thrombocytes (INN),1394/11/13,,
"Platelet, Phresis",,INJECTION,,PARENTERAL,B05AX02,,Blood component replacement,Hospital only,Thrombocytes (INN),1394/11/13,,
"Platelet, Phresis and Irradiated",,INJECTION,,PARENTERAL,B05AX02,,Blood component replacement,Hospital only,Thrombocytes (INN),1394/11/13,,
"Platelet, Phresis,  Irradiated, CMV Negative",,INJECTION (infusion),,PARENTERAL,B05AX02,,Blood component replacement,Hospital only,Erythrocytes (INN),1401/08/10,,
"Platelet, Phresis, CMV Negative",,INJECTION (infusion),,PARENTERAL,B05AX02,,Blood component replacement,Hospital only,Erythrocytes (INN),1401/08/10,,
"Platelet, Pooled",,INJECTION,,PARENTERAL,B05AX02,,Blood component replacement,Hospital only,Thrombocytes (INN),1394/11/13,,
"Platelet, Pooled and Leucocyte Reduced",,INJECTION,,PARENTERAL,B05AX02,,Blood component replacement,Hospital only,Thrombocytes (INN),1394/11/13,,
"Platelet, Pooled and Leucocyte Reduced and Irradiated",,INJECTION,,PARENTERAL,B05AX02,,Blood component replacement,Hospital only,Thrombocytes (INN),1394/11/13,,
"Platelet, Pooled and Leucocyte Reduced, CMV Negative",,INJECTION (infusion),,PARENTERAL,B05AX02,,Blood component replacement,Hospital only,Thrombocytes (INN),1401/08/10,,
"Platelet, Pooled, Irradiated and Leucocyte Reduced, CMV Negative",,INJECTION (infusion),,PARENTERAL,B05AX02,,Blood component replacement,Hospital only,Thrombocytes (INN),1401/08/10,,
Plerixafor,,"INJECTION, SOLUTION",20mg/ml,PARENTERAL,A03AX16,,,Hospital only,,1393/01/24,,
Pneumococcal Vaccine,, INJECTION,,PARENTERAL,J07AL02,,,,Pneumococcal  15-Valent  Conjugate vaccine,1401/03/29,,
Pneumococcal Vaccine,, INJECTION,,PARENTERAL,J07AL02,,,,Pneumococcal  20-Valent  Conjugate vaccine,1401/03/29,,
Pneumococcal Vaccine    ,,INJECTION,,PARENTERAL,J07AL02,,,,Polysaccharide cojugate adsorbed (10 Valents),1361/08/20,,
Pneumococcal Vaccine    ,,INJECTION,,PARENTERAL,J07AL02,,,,Polysaccharide cojugate adsorbed (13 Valents),1361/08/20,,
Pneumococcal Vaccine    ,,INJECTION,,PARENTERAL,J07AL02,,,,Polysaccharide adsorbed (23 Valents),1361/08/20,,
Poliomyelitis  Vaccine    ,, SUSPENSION,,ORAL,J07BF01,,,,"Live attenuated (monovalent, bivalent, trivalent)",,,
Poliomyelitis Vaccine   ,,INJECTION,,PARENTERAL,J07BF03,,,,Trivalent Killed,1401/03/29,,
Poliomyelitis Vaccine (Novel),, SUSPENSION,,ORAL,J07BF01,,,,Live attenuated (monovalent),1400/06/16,,
Poly Ethylene Glycol   ,,POWDER,,ORAL,A06AD15,,,OTC medicines,Macrogol 4000,,,
Poly Ethylene Glycol   ,,POWDER,,ORAL,A06AD15,,,OTC medicines,Macrogol 3350,1395/10/07,,
Poly Ethylenglycol+Electrolyte 1,, SOLUTION,,,A06AD65,"Macrogol 3350,   13.125 g, Sodium chloride 0.3508 g, Sodium bicarbonate 0.1786 g, Potassium chloride 0.0502 g) /25 ml",Osmotic laxatives,,,1401/12/13,,
Poly Ethylenglycol+Electrolyte 1  ,,"POWDER, FOR SOLUTION",,ORAL,A06AD65,"(Macrogol 3350, 13.125 g, Sodium chloride 0.3507 g, Sodium bicarbonate 0.1785 g, Potassium chloride 0.0466 g) / Sachet",Osmotic laxatives,,,1381/06/18,,
Poly Ethylenglycol+Electrolyte 2    ,,"POWDER, FOR SOLUTION",,ORAL,A06AD65,"(Macrogol 3350, 17.6 mmol, Sodium 125 mmol, Sulfate 40 mmol, Chloride 35 mmol, Bicarbonate 20 mmol, potassium 10 mmol ) / Lit. ",Osmotic laxatives,,,,,
Polymyxin B,Sulfate,INJECTION,"500,000 U",PARENTERAL,S01AA18,,,Hospital only,INJECTION/OPHTHALMIC DROPS,,,
Polymyxin B+Neomycin+Hydrocortison   ,,SOLUTION/ DROPS,,OTIC,S02AA11,"(Polymyxin B sulfate 10,000 U + Neomycin Sulfate 5 mg + Hydrocortisone 10 mg)/1 ml  ",,,,1361/09/28,,
Polymyxin B+Neomycin+Hydrocortison   ,,SUSPENSION/ DROPS,,OTIC,S02AA11,"(Polymyxin B sulfate 10,000 U + Neomycin Sulfate 5 mg + Hydrocortisone 10 mg)/1 ml  ",,,,1379/09/27,,
Polysaccharide Iron Complex,,CAPSULE,150 mg,ORAL,B03AB,,,,100% Elemntal Iron,1396/12/13,,
Poractant Alfa,,"INJECTION, SUSPENSION",80 mg/ ml,INTRATRACHEAL,R07AA,,,Hospital only,,1387/12/21,,
Posaconazole,,"TABLET, DELAYED RELEASE",100 mg,ORAL,J02AC04,,Mucormyosis,,,1395/12/22,,
Posaconazole,,CONCENTRATED INJECTION VIAL,300mg/16.7ml,PARENTERAL,J02AC04,,,,,1399/04/17,,
Posaconazole,,SUSPENSION,40 mg/ml,ORAL,J02AC04,,Mucormyosis,,,1396/02/02,,
Potassium acetate ,,"INJECTION, SOLUTION, CONCENTRATE",,PARENTERAL,B05XA17,"(2Meq potassium + 2Meq acetate)/ml, 100 ml",,Hospital only,,1389/03/31,,
Potassium Aminobenzoate,,POWDER,3 g,ORAL,D11,,,,Paba-k; Sachet,,,
Potassium Aminobenzoate,,TABLET,500 mg,ORAL,D11,,,,Paba-k,1388/09/04,,
Potassium Aminobenzoate,,CAPSULE,500 mg,ORAL,D11,,,,Paba-k,1395/11/06,,
Potassium Chloride,,"TABLET, EXTENDED RELEASE",500 mg,ORAL,A12BA01,,,,,,,
Potassium Chloride,,"TABLET, EXTENDED RELEASE",600 mg,ORAL,A12BA01,,,,,1385/08/17,,
Potassium Chloride,,"CAPSULE, EXTENDED RELEASE",600 mg,ORAL,A12BA01,,,,,1396/02/02,,
Potassium Chloride,,INJECTION,,INTRAVENOUS DRIP,B05XA01,,,Hospital only,Potassium Chloride 0.3 % in Dextrose 5 % ,1392/05/29,,
Potassium Chloride,,INJECTION,,INTRAVENOUS DRIP,B05XA01,,,Hospital only,Potassium Chloride 0.15 % in Dextrose 5 % ,1396/12/13,,
Potassium Chloride,,SOLUTION,20 Meq/15 ml,ORAL,A12BA01,,,,,1399/12/26,,
Potassium Chloride,,SOLUTION,40 Meq/15 ml,ORAL,A12BA01,,,,,1399/12/26,,
Potassium Chloride Concentrated,,"INJECTION, SOLUTION, CONCENTRATE",1 mEq/ml,INTRAVENOUS DRIP,B05XA01,,,Hospital only,,1385/02/12,,
Potassium Chloride Concentrated,,"INJECTION, SOLUTION, CONCENTRATE",2 mEq/ml,INTRAVENOUS DRIP,B05XA01,,,Hospital only,,1361/02/19,,
Potassium Citrate ,,"TABLET, EXTENDED RELEASE",15  mEq   ,ORAL,A12BA02,,For the dissolution and control of uric acid and cysteine calculi in the urinary tract.,,,1399/12/26,,
Potassium Citrate    ,,"TABLET, EXTENDED RELEASE",10 mEq,ORAL,A12BA02,,For the dissolution and control of uric acid and cysteine calculi in the urinary tract.,,, 1381/05/20,,
Potassium Citrate    ,,POWDER,10 mEq,ORAL,A12BA02,,For the dissolution and control of uric acid and cysteine calculi in the urinary tract.                                        Sachet,,,1384/08/24,,
Potassium Citrate    ,,"TABLET, EXTENDED RELEASE",5 mEq,ORAL,A12BA02,,For the dissolution and control of uric acid and cysteine calculi in the urinary tract.,,,1381/05/20,,
Potassium Citrate    ,,TABLET,5 mEq,ORAL,A12BA02,,For the dissolution and control of uric acid and cysteine calculi in the urinary tract.,,In condition of providing clinical trial results,1395/11/12,,
Potassium Iodide,,TABLET,65 mg,ORAL,V03AB21,Thyroid blocking agent in radiation emergencies(Release of radioactive iodine)    ,,,,1399/12/26,,
Potassium Iodide,,TABLET,130 mg,ORAL,V03AB21,Thyroid blocking agent in radiation emergencies(Release of radioactive iodine)    ,,,,1399/12/26,,
Potassium phosphate  ,,"INJECTION, SOLUTION, CONCENTRATE",,PARENTERAL,B05XA,"(4.4Meq potassium + 3mmol phosphate)/ml, 100 ml",,Hospital only,,1389/03/31,,
Povidone Iodine,,SOLUTION,0.7%,TOPICAL,D08AG02 ,,,OTC medicines;  Scrub solution    ,, 1389/03/31,,
Povidone Iodine,,SPRAY,2.5%,TOPICAL,D08AG02,,,OTC medicines,,1381/03/12,,
Povidone Iodine,,SPONGE,7.5%,TOPICAL,D09AA09,,,OTC medicines,,,,
Povidone Iodine,,SHAMPOO,7.5%,TOPICAL,D11AC06 ,,,OTC medicines,,1369/10/30,,
Povidone Iodine,,SOLUTION,7.5%,TOPICAL,D08AG02,,,OTC medicines ;  Surgical Scrub,,1369/10/30,,
Povidone Iodine,,GEL,10%,VAGINAL,G01AX11,,,OTC medicines,,,,
Povidone Iodine,,OINTMENT,10%,TOPICAL,D08AG02,,,OTC medicines,,1369/10/30,,
Povidone Iodine,,SOLUTION,10%,TOPICAL,D08AG02,,,OTC medicines,,1369/10/30,,
Povidone Iodine,,DOUCHE,10%,VAGINAL,D08AG02,,,OTC medicines,,1392/05/29,,
Povidone Iodine,,SUPPOSITORY,200 mg,VAGINAL,G01AX11,,,OTC medicines,,,,
Povidone Iodine,,TISSUE,3 mg/cm2,TOPICAL,D09AA09,,,OTC medicines,,,,
Povidone Iodine,,PAINT BOTTLE,10%,TOPICAL,D08AG02,,,OTC medicines,,1395/12/22,,
Povidone Iodine Alcoholic,,SOLUTION,10%,TOPICAL,D09AA09,Ethanol 300ml/L+ Povidone Iodine 100mg/ml,,OTC medicines,,1395/12/22,,
Pralidoxime,Chloride,"INJECTION, POWDER",1 g,PARENTERAL,V03AB04,,,Hospital only,,1376/06/30,,
Pralidoxime,Iodide,INJECTION,500 mg /20 ml,PARENTRAL,V03AB04,,,Hospital only,,1401/08/10,,
Pralidoxime,As Methylsulfate,"INJECTION, POWDER",200 mg,PARENTERAL,V03AB04,,,Hospital only,,1393/10/14,,
Pramipexole,DiHCl,TABLET,0.125 mg,ORAL,N04BC05,,,,Equivalent to  0.088 mg Pramipexole,1385/09/07,,
Pramipexole,DiHCl,TABLET,0.25 mg,ORAL,N04BC05,,,,Equivalent to  0.18 mg Pramipexole,1385/09/07,,
Pramipexole,DiHCl,"TABLET, EXTENDED RELEASE",0.375 mg,ORAL,N04BC05,,,,Equivalent to  0.26 mg Pramipexole,1389/06/15,,
Pramipexole,DiHCl,TABLET,0.5 mg,ORAL,N04BC05,,,,Equivalent to  0.35 mg Pramipexole,1385/09/07,,
Pramipexole,DiHCl,"TABLET, EXTENDED RELEASE",0.75 mg,ORAL,N04BC05,,,,Equivalent to  0.52 mg Pramipexole,1389/06/15,,
Pramipexole,DiHCl,TABLET,1 mg,ORAL,N04BC05,,,,Equivalent to  0.7 mg Pramipexole,1385/09/07,,
Pramipexole,DiHCl,"TABLET,  EXTENDED RELEASE",1.5 mg,ORAL,N04BC05,,,,Equivalent to  1.05 mg Pramipexole,1389/06/15,,
Pramipexole,DiHCl,"TABLET,  EXTENDED RELEASE",3 mg,ORAL,N04BC05,,,,Equivalent to  2.10 mg Pramipexole,1389/06/15,,
Prasterone,,SUPPOSITORY,6.5 mg,VAGINAL,G03XX01,,,,,1402/01/20,,
Prasugrel,As HCl,TABLET,10 mg,ORAL,B01AC22,,,,,1390/07/05,,
Prasugrel,As HCl,TABLET,5 mg,ORAL,B01AC22,,, ,,1390/07/05,,
Praziquantel ,,TABLET,600 mg,ORAL,P02BA01,,Treatment of neurocysticercosis. Anti-Taenicide,for Health Dept. of MOH only,, 1370/07/07,,
Praziquantel ,,TABLET,500 mg,ORAL,P02BA01,,Treatment of neurocysticercosis. Anti-Taenicide,for Health Dept. of MOH only,,1394/11/13,,
Prazosin,As HCl,TABLET,1 mg,ORAL,C02CA01,,,,,1359/07/13,,
Prazosin,As HCl,TABLET,5 mg,ORAL,C02CA01,,,,,1362/12/21,,
Prednimustine,,CAPSULE,10 mg,ORAL,L01AA08,,,,,1365/09/16,,
Prednimustine,,TABLET,10 mg,ORAL,L01AA08,,,,,,,
Prednimustine,,TABLET,100 mg,ORAL,L01AA08,,,,,1365/09/16,,
Prednimustine,,TABLET,20 mg,ORAL,L01AA08,,,,,1365/09/16,,
Prednimustine,,CAPSULE,50 mg,ORAL,L01AA08,,,,,1365/09/16,,
Prednimustine,,TABLET,50 mg,ORAL,L01AA08,,,,,,,
Prednisolone,Acetate,SUSPENSION/ DROPS,1%,OPHTHALMIC,S01BA04,,,,,1361/04/27,,
Prednisolone,,TABLET,20 mg,ORAL,H02AB06,,,,,1387/05/06,,
Prednisolone,,TABLET,5 mg,ORAL,H02AB06,,,,, 1387/05/06,,
Prednisolone,,TABLET,5 mg,BUCCAL,DO7AA03,,,,,1392/03/11,,
Prednisolone,,TABLET,50 mg,ORAL,H02AB06,,,,,1369/02/09,,
Prednisolone,As Sodium Phosphate,SOLUTION,25 mg/5 ml,ORAL,S01BA04,,,,,1401/08/10,,
Prednisolone,As Sodium Phosphate,SOLUTION, 15 mg/5 ml,ORAL,S01BA04,,,,,1402/08/08,,
Prednisone,,TABLET,1 mg,ORAL,H02AB07,,,,,1374/12/20,,
Prednisone,,TABLET,20 mg,ORAL,H02AB07,,,,,1387/05/16,,
Prednisone,,TABLET,5 mg,ORAL,H02AB07,,,,,1387/05/16,,
Prednisone,,TABLET,50 mg,ORAL,H02AB0,,,,,,,
Pregabalin,,"TABLET, EXTENDED RELEASE",82.5 mg,ORAL,N03AX16,,,,,1400/2/15,,
Pregabalin,,"TABLET, EXTENDED RELEASE",165 mg,ORAL,N03AX16,,,,,1400/2/15,,
Pregabalin,,"TABLET, EXTENDED RELEASE",330 mg,ORAL,N03AX16,,,,,1400/2/15,,
Pregabalin,,CAPSULE,100 mg,ORAL,N03AX16,,,,,1388/04/21,,
Pregabalin,,CAPSULE,150 mg,ORAL,N03AX16,,,,,1388/04/21,,
Pregabalin,,CAPSULE,200 mg,ORAL,N03AX16,,,,,1388/04/21,,
Pregabalin,,CAPSULE,225 mg,ORAL,N03AX16,,,,,1388/04/21,,
Pregabalin,,CAPSULE,300 mg,ORAL,N03AX16,,,,,1388/04/21,,
Pregabalin,,CAPSULE,50 mg,ORAL,N03AX16,,,,,1388/04/21,,
Pregabalin,,CAPSULE,75 mg,ORAL,N03AX16,,,,,1388/04/21,,
Prilocaine+Felypressin   ,,INJECTION,,PARENTERAL,N01BB54,(Prilocaine HCl 30mg+Felypressin (0.03 IU.) 0.54 mcg)/ ml,,,Cartridge,1359/07/13,,
Primaquine,As Phosphate,TABLET,15 mg,ORAL,P01BA03,,For use in combination with clindamycin hydrochloride in the treatment of Pneumocystis carinii pneumonia associated with AIDS.,,,1368/07/16,,
Primaquine,As Phosphate,TABLET,7.5 mg,ORAL,P01BA03,,For use in combination with clindamycin hydrochloride in the treatment of Pneumocystis carinii pneumonia associated with AIDS.,,,1368/02/10,,
Primidone,,SUSPENSION,125 mg/5ml,ORAL,N03AA03,,,,,1373/10/18,,
Primidone,,TABLET,250 mg,ORAL,N03AA03,,,,,,,
Primidone,,SUSPENSION,250 mg/5ml,ORAL,N03AA03,,,,,,,
Primidone,,TABLET,50 mg,ORAL,N03AA03,,,,,1402/05/05,,
Primidone,,"POWDER, FOR SUSPENSION ",250 mg/5 ml,ORAL,N03AA03,,,,,1402/05/05,,
Procainamide,HCl,INJECTION,100 mg/ml,PARENTERAL,C01BA02,,,Hospital only,,1364/11/06,,
Procainamide,HCl,CAPSULE,500 mg,ORAL,C01BA02,,,,,1377/11/18,,
Procarbazine,As HCl,CAPSULE,50 mg,ORAL,L01XB01,,,,,,,
Progesterone    ,,"CAPSULE, LIQUID FILLED",100 mg,VAGINAL or ORAL,G03DA04,,,,,1389/11/4,,
Progesterone    ,,SUPPOSITORY,100 mg,VAGINAL or RECTAL,G03DA04,,,,,1387/05/16,,
Progesterone    ,,TABLET,100 mg, VAGINAL,G03DA04,,,,,,,
Progesterone    ,,"CAPSULE, LIQUID FILLED",200 mg,VAGINAL or ORAL,G03DA04,,,,,1389/11/4,,
Progesterone    ,,SUPPOSITORY,200 mg,VAGINAL or RECTAL,G03DA04,,,,,1381/10/22,,
Progesterone    ,,INJECTION,25 mg/ml,PARENTERAL,G03DA04,,,,,,,
Progesterone    ,,INJECTION,50 mg/ml,PARENTERAL,G03DA04,,,,,1401/10/01,,
Progesterone    ,,SUPPOSITORY,400 mg,VAGINAL or RECTAL,G03DA04,,,,, 1379/11/09,,
Progesterone    ,,GEL,8%,VAGINAL ,G03DA04,,,,,1396/03/13,,
Proguanil,,TABLET,100 mg,ORAL,P01BB01,,,For Health Dept. of MOH only,,1388/10/30,,
Proguanil,,TABLET,120 mg,ORAL,P01BB01,,,For Health Dept. of MOH only,,1388/10/30,,
Promethazine,HCl,TABLET,25 mg,ORAL,R06AD02,,,,,,,
Promethazine,HCl,INJECTION,25 mg/ml,PARENTERAL,R06AD02,,,,,1364/03/12,,
Promethazine,As HCl,SYRUP,5 mg/5ml,ORAL,R06AD02,,,,,,,
Propafenone,HCl,TABLET,150 mg,ORAL,C01BC03,,,,,1369/10/16,,
Propafenone,HCl,TABLET,300 mg,ORAL,C01BC03,,,,,,,
Propamidine,Isethionate,SOLUTION/ DROPS,0.1%,OPHTHALMIC,S01AX15,,,,,1374/11/29,,
Propantheline,Bromide ,TABLET,15 mg,ORAL,A03AB05,,,,,,,
Propofol,,"INJECTION, SOLUTION",10 mg/ml,PARENTERAL,N01AX10,,,Hospital only,,1376/01/31,,
Propofol,,"INJECTION, SOLUTION",20 mg/ml,PARENTERAL,N01AX10,,,Hospital only,,1385/09/01,,
Propofol,,"INJECTION, SOLUTION",5 mg/ml,PARENTERAL,N01AX10,,,Hospital only,,1395/09/01,,
Propranolol,HCl,INJECTION,1 mg/ml,PARENTERAL,C07AA05,,,Hospital only,,1369/10/16,,
Propranolol,HCl,TABLET,10 mg,ORAL,C07AA05,,,,,,,
Propranolol,HCl,"TABLET, EXTENDED RELEASE",160 mg,ORAL,C07AA05,,,,,,,
Propranolol,HCl,TABLET,20 mg,ORAL,C07AA05,,,,,1385/02/12,,
Propranolol,HCl,TABLET,40 mg,ORAL,C07AA05,,,,,,,
Propranolol,HCl,TABLET,80 mg,ORAL,C07AA05,,,,,,,
Propranolol,HCl,"TABLET, EXTENDED RELEASE",80 mg,ORAL,C07AA05,,,,,,,
Propranolol,HCl,SYRUP,4.28 mg/ml,ORAL,C07AA05,,,,,1398/09/19,,
Propylthiouracil,,TABLET,50 mg,ORAL,H03BA02,,,,,,,
Prostaglandin E1,,INJECTION,0.5 mg/ml,PARENTERAL,C01EA01,,Ductus Arteriosus, Orphan medicines; Hospital only,(Alprostadil),,,
Prostaglandin E1,,"INJECTION, POWDER",20 mcg,PARENTERAL,G04BE01,,Erection Dysfunction, Orphan medicines; Hospital only,(Alprostadil),1386/04/13,,
Prostaglandin E1,,"INJECTION, SOLUTION, CONCENTRATE",20 mcg/ml,PARENTERAL,G04BE01,,Erection Dysfunction, Orphan medicines; Hospital only,(Alprostadil),1385/11/18,,
Prostaglandin E2    ,,GEL,,VAGINAL,G02AِِD02,,,Hospital only; With obstetricians prescriptions only,(Dinoprostone),,,
Prostaglandin E2    ,,INJECTION,10 mg/ml,PARENTERAL,G02AِِD02,,,Hospital only; With obstetricians prescriptions only,(Dinoprostone),,,
Prostaglandin E2    ,,TABLET,3 mg,VAGINAL,G02AِِD02,,,Hospital only; With obstetricians prescriptions only,(Dinoprostone),,,
Prostaglandin E2    ,,"TABLET, INSERT, EXTENDED RELEASE",10 mg,VAGINAL,G02AِِD02,,,Hospital only; With obstetricians prescriptions only,(Dinoprostone),1397/04/30,,
Prostaglandin F2α,,INJECTION,5mg/ml,PARENTERAL,G02AD01,,,Hospital only,Dinoprost Tromethamine,1389/10/25,,
Protamine,Sulfate,INJECTION,1000 UAH/ml,PARENTERAL,V03AB14,,,Hospital only,,,,
Prothionamide,,TABLET,125 mg,ORAL,J04AD01,,,,,,,
Prothionamide,,TABLET,250 mg,ORAL,J04AD01,,,,,1363/10/02,,
Prothrombin Complex Concentrated,,"INJECTION, POWDER",500 IU,PARENTERAL,B02BD,,,,,1386/12/06,,
